PCNA_I	fbe5d6
1910	9287.766613
1915	9888.007146
1920	10104.02636
1925	9739.156988
1930	9396.381525
1935	9381.652796
1940	10377.40322
1945	10146.94867
1950	9380.436233
1955	9803.732479
1960	9763.399342
1965	9651.800575
1970	9468.022713
1975	9652.85075
1980	9894.292613
1985	9039.371608
1990	9248.828963
1995	9216.983642
2000	9154.243229
2005	9291.672363
2010	9518.201188
2015	9049.701163
2020	9099.128804
2025	9213.3234
2030	9408.158204
2035	9505.567071
2040	9044.134088
2045	9084.332642
2050	9206.341004
2055	8927.382196
2060	8882.655054
2065	9036.179646
2070	9091.180738
2075	9731.411717
2080	9496.56975
2085	8975.293438
2090	9159.821354
2095	8843.984871
2100	8993.518996
2105	8893.191938
2110	8770.457392
2115	9069.094338
2120	9619.296575
2125	9471.883129
2130	8515.677188
2135	8931.258763
2140	8951.879479
2145	8703.367317
2150	9137.959142
2155	8500.069983
2160	8121.011775
2165	9133.57725
2170	8701.352958
2175	9047.480183
2180	8801.429196
2185	8587.565725
2190	7946.265942
2195	8388.919025
2200	8712.170271
2205	8840.56525
2210	8423.098517
2215	8883.274492
2220	7760.084208
2225	8813.464488
2230	8129.982958
2235	8123.492075
2240	8649.603542
2245	8189.886638
2250	8613.542008
2255	7924.390767
2260	8617.211813
2265	8336.597629
2270	8398.471183
2275	8179.810242
2280	8020.560758
2285	8095.730083
2290	8166.731858
2295	8042.707296
2300	8222.123242
2305	7625.412546
2310	7885.519488
2315	8466.849788
2320	7623.207292
2325	7975.231746
2330	8065.112375
2335	7438.741425
2340	7779.506283
2345	7421.650333
2350	7200.846967
2355	7452.17695
2360	7565.657617
2365	7356.503004
2370	7272.829783
2375	7978.933708
2380	7957.306308
2385	7868.377679
2390	7502.259092
2395	7329.448
2400	7889.813192
2405	7852.012771
2410	7758.632763
2415	7399.465758
2420	8121.595442
2425	7396.878004
2430	7667.530471
2435	7814.694583
2440	7530.674804
2445	7993.202942
2450	7620.784933
2455	7278.805708
2460	7675.218792
2465	7104.319125
2470	7624.947879
2475	7687.57085
2480	8123.727171
2485	7471.913525
2490	7841.964638
2495	7262.963338
2500	7823.863675
2505	6872.471283
2510	7048.363625
2515	7110.281308
2520	6900.331167
2525	6636.448596
2530	7155.405258
2535	7350.745175
2540	7203.469642
2545	6801.334217
2550	6650.440517
2555	6544.836092
2560	7046.299683
2565	6471.603633
2570	6529.355892
2575	6461.115979
2580	6650.501717
2585	7355.042492
2590	6664.6902
2595	6523.216696
2600	6826.734767
2605	6845.064096
2610	6374.917338
2615	6658.746079
2620	6475.196796
2625	7222.386108
2630	6546.792792
2635	6507.968758
2640	6657.266938
2645	6903.861925
2650	6636.906392
2655	6329.391338
2660	6398.653375
2665	6686.740192
2670	6640.974563
2675	6808.5493
2680	6329.702792
2685	6004.337383
2690	6577.544517
2695	6956.886696
2700	6483.522192
2705	6182.328658
2710	6414.674388
2715	6466.311675
2720	6222.415367
2725	5937.302558
2730	6072.593163
2735	6060.471738
2740	5711.959483
